#,Player,Team,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,OWS,DWS,WS,SEASON,LEAGUE
180,Kendrick Perkins,BOS,14,0,0,0,0,0,2,21,16,0.136,0.5,0.2,0.5,48,30,0.615,1.4,3.8,5.2,2010,NBA
181,Darren Collison,NOP,14,1,0,0,1,1,0,35,1,0.275,2.1,0.4,0.2,34,42,0.447,1.9,1.0,2.9,2010,NBA
182,Jermaine O'Neal,MIA,14,0,0,0,0,0,1,25,10,0.19,0.7,0.2,0.3,37,33,0.529,2.3,3.1,5.3,2010,NBA
183,Andray Blatche,WAS,16,0,0,0,0,1,0,36,4,0.218,0.9,0.5,0.2,26,55,0.321,0.7,2.6,3.3,2010,NBA
184,Dwyane Wade,MIA,17,0,4,0,0,4,1,44,9,0.434,1.9,0.5,0.5,45,32,0.584,8.3,4.4,12.7,2010,NBA
185,Marcus Camby,POR,17,0,0,6,0,2,6,30,3,0.157,2.0,1.0,0.2,37,37,0.5,2.4,4.8,7.2,2010,NBA
186,Baron Davis,LAC,18,1,0,0,0,4,0,30,8,0.368,2.8,0.6,0.3,27,48,0.36,2.5,2.0,4.5,2010,NBA
187,Taj Gibson,CHI,18,0,0,0,0,0,1,22,4,0.124,0.6,0.4,0.3,41,41,0.5,1.3,3.3,4.6,2010,NBA
188,Dirk Nowitzki,DAL,19,1,3,0,0,0,1,41,11,0.302,1.5,0.5,0.4,54,27,0.667,8.4,3.8,12.2,2010,NBA
189,Brendan Haywood,DAL,19,0,0,2,0,0,8,19,1,0.11199999999999999,0.4,0.3,0.5,37,40,0.48100000000000004,3.8,3.0,6.8,2010,NBA
190,Drew Gooden,LAC,19,0,0,1,0,0,0,26,1,0.128,0.4,0.4,0.4,33,37,0.47100000000000003,2.3,1.9,4.1,2010,NBA
191,David West,NOP,21,0,2,0,0,0,1,44,4,0.27399999999999997,1.4,0.4,0.3,37,44,0.457,5.2,2.3,7.5,2010,NBA
192,Andrew Bynum,LAL,21,0,0,0,0,0,2,27,3,0.182,0.6,0.3,0.4,47,18,0.723,4.5,3.4,7.8,2010,NBA
193,Udonis Haslem,MIA,21,0,0,0,0,0,0,28,0,0.129,0.7,0.4,0.3,45,33,0.5770000000000001,2.7,3.2,5.9,2010,NBA
194,Samuel Dalembert,PHI,22,0,0,2,0,0,7,24,5,0.113,0.5,0.3,0.3,27,55,0.32899999999999996,2.2,2.9,5.1,2010,NBA
195,Chris Paul,NOP,23,1,0,0,0,3,0,39,4,0.461,4.2,0.8,0.3,23,22,0.511,5.8,1.7,7.5,2010,NBA
196,Kenyon Martin,DEN,23,0,0,0,0,0,0,27,11,0.177,1.2,0.8,0.3,39,19,0.672,0.6,2.9,3.4,2010,NBA
197,Russell Westbrook,OKC,24,1,0,0,0,2,0,33,5,0.371,2.4,0.4,0.4,50,32,0.61,2.7,3.2,6.0,2010,NBA
198,LaMarcus Aldridge,POR,24,0,0,0,0,0,0,32,1,0.262,1.5,0.6,0.3,49,29,0.628,5.3,3.4,8.8,2010,NBA
199,Jason Thompson,SAC,24,0,0,0,0,0,0,27,2,0.172,0.9,0.3,0.4,22,53,0.293,2.0,2.0,4.0,2010,NBA
200,Kevin Durant,OKC,25,0,8,0,0,1,0,45,3,0.335,0.9,0.4,0.5,50,32,0.61,11.2,4.8,15.9,2010,NBA
201,Lamar Odom,LAL,25,0,0,1,0,0,0,26,10,0.19399999999999998,1.8,0.5,0.3,57,25,0.695,2.8,4.8,7.6,2010,NBA
202,Antawn Jamison,CLE,25,0,0,1,0,1,0,34,3,0.22699999999999998,0.9,0.8,0.3,32,34,0.485,3.1,2.6,5.6,2010,NBA
203,Jason Kidd,DAL,26,2,0,0,0,4,0,26,2,0.331,3.7,0.7,0.1,53,27,0.662,4.8,3.9,8.7,2010,NBA
204,Josh Smith,ATL,27,1,0,0,0,4,4,29,11,0.27,1.7,0.6,0.4,52,29,0.642,4.0,5.0,9.0,2010,NBA
205,Emeka Okafor,NOP,27,0,0,0,0,1,3,24,0,0.127,0.5,0.5,0.4,37,45,0.451,2.6,2.8,5.4,2010,NBA
206,Marc Gasol,MEM,28,0,0,0,0,0,1,26,2,0.2,1.2,0.5,0.6,35,34,0.507,6.0,2.6,8.5,2010,NBA
207,Joakim Noah,CHI,28,0,0,4,0,0,3,21,10,0.165,1.1,0.3,0.4,35,29,0.547,2.7,3.8,6.4,2010,NBA
208,LeBron James,CLE,31,4,9,0,0,3,0,48,4,0.49200000000000005,2.5,0.5,0.5,60,16,0.789,13.4,5.1,18.5,2010,NBA
209,Amar'e Stoudemire,PHX,31,0,2,1,0,0,0,44,14,0.235,0.4,0.3,0.5,54,28,0.659,8.4,2.3,10.7,2010,NBA
210,Luis Scola,HOU,32,0,1,1,0,0,0,44,1,0.23600000000000002,1.1,0.4,0.2,42,40,0.512,3.4,2.9,6.3,2010,NBA
211,Gerald Wallace,CHA,33,0,0,2,0,0,3,38,6,0.23399999999999999,0.9,0.6,0.6,41,35,0.539,5.2,6.1,11.3,2010,NBA
212,Brook Lopez,NJN,33,0,0,0,0,0,2,37,1,0.267,0.9,0.3,0.5,12,70,0.146,5.4,2.5,7.8,2010,NBA
213,Chris Kaman,LAC,33,0,0,0,0,0,1,29,16,0.255,0.5,0.2,0.3,29,47,0.382,0.1,2.5,2.6,2010,NBA
214,Al Jefferson,MIN,35,0,0,1,0,0,2,36,0,0.242,1.0,0.5,0.2,15,61,0.19699999999999998,2.5,2.1,4.6,2010,NBA
215,Kevin Love,MIN,36,0,0,1,0,0,0,25,0,0.18600000000000003,1.2,0.4,0.4,12,48,0.2,3.6,1.3,4.9,2010,NBA
216,Andrew Bogut,MIL,37,0,0,1,0,0,8,32,4,0.231,1.0,0.3,0.3,40,29,0.58,2.7,4.9,7.6,2010,NBA
217,Tim Duncan,SAS,38,0,0,2,0,0,1,34,4,0.27,1.7,0.3,0.3,47,31,0.603,6.4,4.5,10.9,2010,NBA
218,Al Horford,ATL,39,0,0,0,0,0,2,31,2,0.209,1.5,0.5,0.3,52,29,0.642,6.8,3.8,10.6,2010,NBA
219,Troy Murphy,IND,39,0,0,0,0,0,0,29,2,0.20199999999999999,1.6,0.8,0.2,25,47,0.34700000000000003,4.2,3.4,7.6,2010,NBA
220,Rajon Rondo,BOS,40,2,0,0,0,6,0,30,4,0.41700000000000004,3.2,0.8,0.3,49,32,0.605,4.8,4.6,9.5,2010,NBA
221,Pau Gasol,LAL,40,0,0,4,0,0,4,32,5,0.26899999999999996,1.5,0.3,0.4,46,19,0.708,7.0,4.0,11.0,2010,NBA
222,Deron Williams,UTA,44,0,1,0,0,1,0,42,5,0.43200000000000005,3.2,0.4,0.4,50,26,0.6579999999999999,7.5,2.8,10.2,2010,NBA
223,Steve Nash,PHX,49,0,0,0,2,0,0,36,4,0.42200000000000004,3.1,0.1,0.2,53,28,0.654,9.4,0.6,9.9,2010,NBA
224,Chris Bosh,TOR,49,0,2,0,0,1,0,44,2,0.284,1.0,0.3,0.5,35,35,0.5,8.0,1.7,9.6,2010,NBA
225,David Lee,NYK,53,1,0,3,0,0,0,37,2,0.317,1.6,0.5,0.3,28,53,0.34600000000000003,7.5,2.8,10.2,2010,NBA
226,Carlos Boozer,UTA,55,0,0,2,0,0,0,35,6,0.28,1.2,0.4,0.3,50,28,0.6409999999999999,5.4,4.5,9.9,2010,NBA
227,Zach Randolph,MEM,57,0,0,3,0,0,0,33,9,0.252,0.9,0.5,0.3,39,42,0.48100000000000004,7.1,2.6,9.6,2010,NBA
228,Dwight Howard,ORL,64,0,0,9,0,0,13,33,17,0.218,0.5,0.3,1.0,59,23,0.72,6.0,7.0,13.0,2010,NBA
1,Jason Richardson,ORL,1,0,0,0,0,0,0,39,1,0.207,1.6,1.0,0.2,47,33,0.588,4.0,2.8,6.8,2011,NBA
2,Wesley Matthews,POR,1,0,0,0,0,0,0,36,2,0.205,1.1,0.7,0.3,48,34,0.585,4.8,2.3,7.1,2011,NBA
3,Jason Terry,DAL,1,0,0,0,0,1,0,30,4,0.26899999999999996,2.0,0.6,0.2,57,25,0.695,2.8,2.4,5.2,2011,NBA
4,Eric Gordon,LAC,1,0,0,0,0,1,0,36,2,0.321,1.6,0.5,0.4,25,31,0.446,4.5,1.0,5.5,2011,NBA
5,DeMar DeRozan,TOR,1,0,0,0,0,0,0,37,4,0.21899999999999997,1.0,0.6,0.3,22,60,0.268,2.8,0.4,3.2,2011,NBA
6,John Salmons,MIL,1,0,0,0,0,1,0,33,8,0.251,1.8,0.5,0.3,30,43,0.41100000000000003,0.8,3.5,4.3,2011,NBA
7,Richard Jefferson,SAS,1,0,0,0,0,0,0,28,3,0.132,1.2,0.4,0.3,60,21,0.741,3.7,2.1,5.8,2011,NBA
8,Mike Dunleavy,IND,1,0,0,0,0,0,0,31,1,0.153,1.6,0.6,0.2,28,33,0.45899999999999996,2.7,1.9,4.6,2011,NBA
9,Tony Allen,MEM,1,0,0,0,0,5,0,27,3,0.126,1.2,1.5,0.4,40,32,0.556,2.0,2.6,4.6,2011,NBA
10,Eric Bledsoe,LAC,1,0,0,0,0,1,0,23,1,0.166,1.5,0.5,0.3,32,49,0.395,-1.3,1.5,0.2,2011,NBA
11,Ben Wallace,DET,1,0,0,0,0,1,0,23,2,0.07,1.6,1.2,0.4,20,34,0.37,0.4,1.7,2.0,2011,NBA
12,Al Harrington,DEN,1,0,0,0,0,0,0,31,2,0.136,1.0,0.4,0.2,45,28,0.616,0.7,1.4,2.1,2011,NBA
13,Matt Bonner,SAS,1,0,0,0,0,0,0,21,0,0.091,2.2,1.0,0.1,48,18,0.727,3.0,1.4,4.3,2011,NBA
14,Earl Watson,UTA,1,0,0,0,0,0,0,14,3,0.135,2.4,0.5,0.3,37,43,0.46299999999999997,0.1,0.7,0.9,2011,NBA
15,Ryan Gomes,LAC,1,0,0,0,0,0,0,22,1,0.11599999999999999,2.2,1.1,0.2,29,47,0.382,1.3,1.0,2.3,2011,NBA
16,Brad Miller,HOU,1,0,0,0,0,0,0,23,5,0.121,2.8,0.5,0.3,32,28,0.5329999999999999,2.0,1.1,3.1,2011,NBA
17,Sasha Vujacic,NJN,1,0,0,0,0,0,0,25,3,0.149,2.0,0.8,0.2,26,41,0.38799999999999996,1.1,1.0,2.1,2011,NBA
18,Nick Collison,OKC,1,0,0,0,0,0,0,19,0,0.077,1.3,0.8,0.3,48,23,0.6759999999999999,2.1,1.5,3.6,2011,NBA
19,Corey Maggette,MIL,1,0,0,0,0,0,0,29,1,0.14800000000000002,0.6,0.2,0.6,25,42,0.373,1.4,1.8,3.2,2011,NBA
20,Shawne Williams,NYK,1,0,0,0,0,0,0,25,3,0.086,1.1,0.9,0.1,33,31,0.516,1.4,1.0,2.4,2011,NBA
21,Francisco Garcia,SAC,1,0,0,0,0,0,0,26,4,0.125,1.6,1.2,0.2,18,40,0.31,1.9,1.1,3.0,2011,NBA
22,Brandon Roy,POR,1,0,0,0,0,1,0,29,0,0.20199999999999999,2.2,0.6,0.3,25,22,0.532,1.1,1.1,2.1,2011,NBA
23,Omer Asik,CHI,1,0,0,0,0,0,1,14,0,0.036000000000000004,0.5,0.3,1.0,62,20,0.7559999999999999,0.4,2.2,2.6,2011,NBA
24,Tiago Splitter,SAS,1,0,0,0,0,0,0,18,0,0.055,0.8,0.9,0.7,43,17,0.7170000000000001,1.2,1.1,2.2,2011,NBA
25,Caron Butler,DAL,1,0,0,0,0,0,0,30,1,0.205,0.9,0.6,0.2,21,8,0.7240000000000001,0.0,1.2,1.2,2011,NBA
26,Manny Harris,CLE,1,0,0,0,0,0,0,27,0,0.10300000000000001,1.4,0.5,0.3,7,47,0.13,-0.3,0.2,-0.1,2011,NBA
27,Larry Sanders,MIL,1,0,0,0,0,0,2,15,0,0.064,0.4,0.6,0.2,28,32,0.467,-0.8,1.8,1.0,2011,NBA
28,Dominic McGuire,CHA,1,0,0,0,0,0,0,13,0,0.063,1.7,0.4,0.2,18,34,0.34600000000000003,0.0,0.8,0.8,2011,NBA
29,Erick Dampier,MIA,1,0,0,0,0,0,0,10,1,0.039,0.7,0.4,0.5,36,15,0.706,0.5,1.2,1.7,2011,NBA
30,Donte Greene,SAC,1,0,0,0,0,0,0,19,1,0.078,0.8,0.6,0.2,21,48,0.304,-0.3,0.8,0.5,2011,NBA
31,Kendrick Perkins,OKC,1,0,0,0,0,0,0,15,11,0.087,0.5,0.2,0.6,21,8,0.7240000000000001,-0.2,1.3,1.1,2011,NBA
32,Nate Robinson,OKC,1,0,0,0,0,1,0,22,4,0.11599999999999999,1.6,0.4,0.1,44,15,0.746,-0.3,1.4,1.1,2011,NBA
33,Nikola Pekovic,MIN,1,0,0,0,0,0,0,16,-1,0.066,0.3,0.2,0.4,15,50,0.231,0.3,0.5,0.8,2011,NBA
34,Luke Harangody,CLE,1,0,0,0,0,0,0,18,0,0.06,1.9,0.9,0.1,29,20,0.5920000000000001,-0.0,1.0,1.0,2011,NBA
35,Ian Mahinmi,DAL,1,0,0,0,0,0,0,17,0,0.03,0.3,0.6,0.8,39,17,0.696,1.0,0.7,1.8,2011,NBA
36,Brandan Wright,NJN,1,0,0,0,0,0,0,15,0,0.051,0.9,0.8,0.3,14,23,0.37799999999999995,0.4,0.3,0.8,2011,NBA
37,Timofey Mozgov,DEN,1,0,0,0,0,0,0,23,2,0.045,0.4,0.4,0.4,27,18,0.6,0.1,0.7,0.8,2011,NBA
38,Ike Diogu,LAC,1,0,0,0,0,0,0,18,0,0.063,0.1,0.1,0.4,16,20,0.444,0.8,0.1,0.9,2011,NBA
39,Brian Cook,LAC,1,0,0,0,0,0,0,17,0,0.062,0.6,0.5,0.1,8,32,0.2,0.1,0.4,0.5,2011,NBA
40,Jermaine O'Neal,BOS,1,0,0,0,0,0,1,15,3,0.071,0.4,0.1,0.4,13,11,0.542,-0.3,0.7,0.4,2011,NBA
41,Othyus Jeffers,WAS,1,0,0,0,0,0,0,15,0,0.076,1.5,1.2,0.7,8,9,0.47100000000000003,0.4,0.2,0.7,2011,NBA
42,Hamed Haddadi,MEM,1,0,0,0,0,0,0,10,1,0.028999999999999998,0.5,0.2,0.4,18,13,0.581,0.3,0.3,0.6,2011,NBA
43,Luke Babbitt,POR,1,0,0,0,0,0,0,11,0,0.025,0.7,0.2,0.2,11,13,0.45799999999999996,-0.6,0.1,-0.5,2011,NBA
44,Chauncey Billups,NYK,2,0,0,0,0,0,0,36,11,0.27,2.3,0.4,0.5,38,34,0.528,6.8,0.7,7.5,2011,NBA
45,Joe Johnson,ATL,2,0,0,0,0,0,0,37,1,0.326,2.2,0.3,0.2,38,34,0.528,2.5,1.6,4.1,2011,NBA
46,Thaddeus Young,PHI,2,0,0,0,0,0,0,26,0,0.17300000000000001,0.8,0.9,0.2,41,41,0.5,3.2,2.9,6.1,2011,NBA
47,Andrea Bargnani,TOR,2,0,1,0,0,0,0,41,0,0.251,0.8,0.2,0.3,19,47,0.28800000000000003,2.2,0.1,2.4,2011,NBA
48,Jared Dudley,PHX,2,0,0,0,0,2,0,33,0,0.127,1.4,1.2,0.3,40,42,0.488,4.3,1.3,5.6,2011,NBA
49,J.R. Smith,DEN,2,0,0,0,0,1,0,31,5,0.17,1.8,1.0,0.3,49,30,0.62,2.8,2.1,4.9,2011,NBA
50,Danilo Gallinari,DEN,2,0,0,0,0,0,0,31,4,0.156,1.3,0.6,0.6,34,28,0.5479999999999999,5.0,1.5,6.4,2011,NBA
51,Vince Carter,PHX,2,0,0,0,0,1,0,33,4,0.19399999999999998,1.6,0.8,0.2,38,35,0.521,1.9,2.0,4.0,2011,NBA
52,Marcus Thornton,SAC,2,0,1,0,0,1,0,42,-1,0.18,1.4,0.7,0.2,37,36,0.507,1.9,1.8,3.8,2011,NBA
53,Thabo Sefolosha,OKC,2,0,0,0,0,1,0,15,2,0.091,2.0,1.8,0.2,53,26,0.6709999999999999,1.6,2.4,4.0,2011,NBA
54,Darrell Arthur,MEM,2,0,0,0,0,0,0,24,0,0.11599999999999999,0.6,0.6,0.2,45,35,0.562,1.5,2.2,3.7,2011,NBA
55,Evan Turner,PHI,2,0,0,0,0,0,0,23,1,0.129,2.0,0.6,0.2,40,38,0.513,0.1,2.1,2.2,2011,NBA
56,Carlos Delfino,MIL,2,0,0,0,0,2,0,30,0,0.184,1.9,1.3,0.1,21,28,0.429,0.7,2.6,3.4,2011,NBA
57,Jerryd Bayless,TOR,2,0,0,0,0,0,0,31,3,0.17800000000000002,2.1,0.3,0.4,25,46,0.35200000000000004,1.4,0.2,1.6,2011,NBA
58,Keyon Dooling,MIL,2,0,0,0,0,0,0,23,0,0.163,2.6,0.6,0.2,35,45,0.43799999999999994,0.8,2.1,2.9,2011,NBA
59,Brendan Haywood,DAL,2,0,0,0,0,0,2,12,1,0.055,0.4,0.3,0.8,50,22,0.6940000000000001,0.8,2.0,2.8,2011,NBA
60,Ronny Turiaf,NYK,2,0,0,0,0,0,1,19,6,0.081,2.3,0.9,0.6,32,32,0.5,2.1,1.1,3.2,2011,NBA
61,Matt Barnes,LAL,2,0,0,0,0,0,0,24,4,0.099,1.2,0.7,0.3,36,17,0.679,1.4,1.5,2.9,2011,NBA
62,Jordan Hill,HOU,2,0,0,0,0,0,0,16,-1,0.073,0.5,0.2,0.2,38,34,0.528,0.9,1.0,1.9,2011,NBA
63,Aaron Brooks,PHX,2,0,0,0,0,0,0,25,7,0.193,2.4,0.4,0.2,26,33,0.441,0.7,0.0,0.8,2011,NBA
64,Chris Andersen,DEN,2,0,0,0,0,0,3,17,2,0.059000000000000004,0.8,1.0,1.0,29,16,0.644,2.0,1.3,3.2,2011,NBA
65,Reggie Evans,TOR,2,0,0,1,0,0,0,15,1,0.071,1.0,0.7,0.9,11,19,0.36700000000000005,0.5,0.9,1.4,2011,NBA
66,Robin Lopez,PHX,2,0,0,0,0,0,0,19,1,0.071,0.2,0.4,0.3,33,34,0.493,0.8,0.8,1.6,2011,NBA
67,Jordan Crawford,WAS,2,1,0,0,0,0,0,39,2,0.195,1.4,0.5,0.2,17,25,0.405,-0.8,0.4,-0.4,2011,NBA
68,Andres Nocioni,PHI,2,0,0,0,0,0,0,22,2,0.08,1.0,0.3,0.2,23,31,0.426,0.2,1.0,1.1,2011,NBA
69,Samardo Samuels,CLE,2,0,0,0,0,0,0,23,2,0.1,0.3,0.3,0.5,4,33,0.10800000000000001,-0.2,0.1,-0.1,2011,NBA
70,Aaron Gray,NOP,2,0,0,0,0,0,0,10,0,0.049,0.5,0.3,0.3,21,20,0.512,0.3,0.5,0.8,2011,NBA
71,Shane Battier,MEM,3,0,0,0,0,0,0,19,1,0.13,2.4,0.9,0.2,42,40,0.512,3.0,1.8,4.8,2011,NBA
72,Luke Ridnour,MIN,3,0,0,0,0,0,0,23,2,0.264,2.5,0.6,0.2,13,58,0.183,3.4,0.6,4.0,2011,NBA
73,Stephen Jackson,CHA,3,1,0,0,0,0,0,39,14,0.29100000000000004,1.1,0.4,0.3,30,37,0.44799999999999995,-0.1,2.2,2.0,2011,NBA
74,Trevor Ariza,NOP,3,0,0,0,0,3,0,22,1,0.17300000000000001,1.3,1.0,0.3,43,32,0.573,-0.6,3.7,3.1,2011,NBA
75,Brandon Bass,ORL,3,0,0,0,0,0,0,27,1,0.142,0.6,0.3,0.4,49,27,0.645,3.2,2.9,6.1,2011,NBA
76,Arron Afflalo,DEN,3,0,0,0,0,0,0,31,1,0.183,2.5,0.5,0.3,40,29,0.58,4.9,1.1,6.0,2011,NBA
77,Toney Douglas,NYK,3,0,0,0,0,1,0,30,0,0.18,2.8,1.0,0.1,41,40,0.506,3.1,1.1,4.2,2011,NBA
78,Josh McRoberts,IND,3,0,0,0,0,0,0,20,2,0.13699999999999998,1.7,0.5,0.3,34,38,0.47200000000000003,2.7,2.2,5.0,2011,NBA
79,Tracy McGrady,DET,3,0,0,0,0,0,0,22,6,0.18,2.4,0.6,0.3,25,47,0.34700000000000003,0.9,1.2,2.1,2011,NBA
80,Kirk Hinrich,ATL,3,0,0,0,0,0,0,22,1,0.217,2.4,0.6,0.2,24,48,0.33299999999999996,1.8,1.1,2.9,2011,NBA
81,Marvin Williams,ATL,3,0,0,0,0,0,0,31,2,0.14300000000000002,1.4,0.5,0.3,34,31,0.523,2.2,1.7,3.9,2011,NBA
82,J.J. Barea,DAL,3,0,0,0,0,0,0,29,3,0.19899999999999998,2.3,0.2,0.2,56,25,0.691,1.8,1.3,3.1,2011,NBA
83,Hakim Warrick,PHX,3,0,0,0,0,0,0,32,0,0.094,0.9,0.4,0.7,39,41,0.48700000000000004,2.7,0.7,3.4,2011,NBA
84,Andris Biedrins,GSW,3,0,0,2,0,0,0,28,0,0.087,1.1,0.9,0.1,26,33,0.441,1.1,1.4,2.5,2011,NBA
85,Nazr Mohammed,OKC,3,0,0,1,0,0,1,22,3,0.096,0.3,0.4,0.2,40,35,0.5329999999999999,1.1,1.7,2.8,2011,NBA
86,Kenyon Martin,DEN,3,0,0,0,0,0,1,18,5,0.157,1.9,0.8,0.2,31,17,0.6459999999999999,1.1,1.7,2.9,2011,NBA
87,Nenad Krstic,BOS,3,0,0,0,0,0,0,20,1,0.1,0.5,0.5,0.3,44,27,0.62,2.3,1.4,3.7,2011,NBA
88,Gilbert Arenas,ORL,3,0,0,0,0,0,0,31,3,0.21100000000000002,1.5,0.4,0.2,35,35,0.5,-1.6,2.0,0.4,2011,NBA
89,Anthony Tolliver,MIN,3,0,0,0,0,0,0,22,0,0.092,1.8,0.6,0.4,12,53,0.185,2.6,0.6,3.2,2011,NBA
90,Chris Wilcox,DET,3,0,0,0,0,0,0,27,0,0.10800000000000001,1.0,0.7,0.3,22,35,0.386,2.0,0.7,2.7,2011,NBA
91,Dante Cunningham,CHA,3,0,0,0,0,0,0,21,1,0.09300000000000001,0.8,1.0,0.1,39,39,0.5,0.2,1.6,1.8,2011,NBA
92,Zydrunas Ilgauskas,MIA,3,0,0,0,0,0,0,16,7,0.071,0.5,0.4,0.1,51,21,0.708,1.0,1.8,2.8,2011,NBA
93,Shaquille O'Neal,BOS,3,0,0,0,0,0,1,25,1,0.113,0.5,0.3,0.7,28,9,0.757,1.1,1.6,2.7,2011,NBA
94,Jianlian Yi,WAS,3,0,0,0,0,0,1,18,-1,0.07200000000000001,0.5,0.5,0.3,17,46,0.27,-0.4,0.6,0.3,2011,NBA
95,Mike Miller,MIA,3,0,0,0,0,0,0,32,0,0.087,1.2,0.5,0.2,27,14,0.659,0.4,0.9,1.3,2011,NBA
96,Beno Udrih,SAC,4,0,0,0,0,0,0,34,0,0.264,2.8,0.7,0.3,24,55,0.304,5.7,1.5,7.2,2011,NBA
97,Ty Lawson,DEN,4,0,0,0,0,1,0,37,0,0.235,2.9,0.6,0.3,49,31,0.613,5.3,1.4,6.7,2011,NBA
98,Tayshaun Prince,DET,4,0,0,0,0,0,0,31,2,0.237,2.5,0.4,0.2,29,49,0.37200000000000005,2.9,0.5,3.3,2011,NBA
99,Jameer Nelson,ORL,4,0,0,0,0,1,0,26,5,0.302,2.3,0.4,0.2,49,27,0.645,3.4,3.0,6.4,2011,NBA
100,Darren Collison,IND,4,0,0,0,0,1,0,30,0,0.276,2.1,0.5,0.3,36,43,0.456,2.3,2.0,4.3,2011,NBA
101,Rudy Gay,MEM,4,0,0,0,0,2,2,35,3,0.26899999999999996,1.1,0.7,0.3,30,24,0.556,2.7,2.9,5.6,2011,NBA
102,Andrei Kirilenko,UTA,4,0,0,0,0,1,0,27,0,0.187,1.6,0.7,0.5,33,31,0.516,2.8,1.7,4.5,2011,NBA
103,Grant Hill,PHX,4,0,0,0,0,0,0,34,5,0.19,1.5,0.5,0.3,39,41,0.48700000000000004,3.2,1.3,4.5,2011,NBA
104,Jeff Green,BOS,4,0,0,0,0,0,0,37,0,0.17300000000000001,1.1,0.5,0.3,45,30,0.6,2.3,2.2,4.5,2011,NBA
105,Charlie Villanueva,DET,4,0,0,0,0,0,0,30,2,0.127,0.7,0.6,0.2,27,49,0.355,2.0,1.0,3.0,2011,NBA
106,Derrick Favors,UTA,4,0,0,0,0,0,0,17,-1,0.091,0.5,0.4,0.4,25,53,0.321,1.5,1.5,2.9,2011,NBA
107,Omri Casspi,SAC,4,0,0,0,0,1,0,21,3,0.11,1.1,0.8,0.2,17,54,0.239,1.2,1.0,2.2,2011,NBA
108,Zaza Pachulia,ATL,4,0,0,0,0,0,0,19,6,0.057999999999999996,0.8,0.5,0.8,43,36,0.544,1.4,1.6,3.0,2011,NBA
109,Tyrus Thomas,CHA,4,0,0,0,0,0,2,26,8,0.131,0.4,0.5,0.4,18,23,0.439,0.3,1.6,1.9,2011,NBA
110,Patrick Patterson,HOU,4,0,0,0,0,0,0,20,0,0.094,1.3,0.6,0.2,29,23,0.5579999999999999,1.7,0.7,2.5,2011,NBA
111,Linas Kleiza,TOR,4,0,0,0,0,0,0,26,2,0.14400000000000002,0.6,0.3,0.2,12,27,0.308,-0.3,0.3,-0.1,2011,NBA
112,Joey Dorsey,TOR,4,0,0,1,0,0,0,13,1,0.049,0.7,0.6,0.7,11,32,0.256,0.2,0.6,0.8,2011,NBA
113,Udonis Haslem,MIA,4,0,0,0,0,0,0,21,0,0.105,0.4,0.5,0.2,8,5,0.615,0.3,0.7,1.0,2011,NBA
114,Stephen Curry,GSW,5,0,0,0,0,1,0,39,0,0.317,2.0,0.5,0.2,33,41,0.446,5.6,1.2,6.8,2011,NBA
115,Danny Granger,IND,5,0,0,0,0,0,0,37,4,0.254,1.0,0.4,0.4,36,43,0.456,4.0,2.9,6.9,2011,NBA
116,Boris Diaw,CHA,5,1,0,0,0,0,0,26,1,0.25,2.0,0.4,0.2,34,48,0.415,2.3,2.3,4.6,2011,NBA
117,Glen Davis,BOS,5,0,0,0,0,0,0,23,6,0.157,1.1,0.9,0.3,54,24,0.6920000000000001,0.6,4.3,4.8,2011,NBA
118,Darko Milicic,MIN,5,0,0,0,0,0,5,25,4,0.146,0.7,0.4,0.2,15,54,0.217,-1.3,1.8,0.5,2011,NBA
119,Antonio McDyess,SAS,5,0,0,0,0,0,0,14,0,0.091,1.2,0.5,0.2,54,19,0.74,1.0,1.9,2.9,2011,NBA
120,Trevor Booker,WAS,5,0,0,0,0,0,1,26,0,0.07200000000000001,0.9,0.8,0.4,15,50,0.231,1.8,0.7,2.5,2011,NBA
121,Goran Dragic,HOU,5,1,0,0,0,0,0,17,3,0.145,1.8,0.4,0.3,37,33,0.529,0.4,0.8,1.2,2011,NBA
122,Anthony Randolph,MIN,5,0,0,0,0,0,0,31,3,0.10300000000000001,0.7,0.4,0.3,11,29,0.275,-0.1,0.6,0.5,2011,NBA
123,Hedo Turkoglu,ORL,6,1,0,0,0,3,0,24,5,0.22,2.6,0.5,0.2,48,33,0.593,3.5,2.8,6.3,2011,NBA
124,Nicolas Batum,POR,6,0,0,0,0,0,0,25,2,0.17,1.4,0.8,0.2,47,33,0.588,4.2,2.3,6.6,2011,NBA
125,Wilson Chandler,DEN,6,0,0,0,0,0,4,31,1,0.198,1.2,0.5,0.2,41,31,0.569,2.2,2.5,4.7,2011,NBA
126,Brandon Jennings,MIL,6,1,0,0,0,1,0,37,2,0.309,2.0,0.6,0.3,27,36,0.429,0.5,3.4,3.9,2011,NBA
127,Tyreke Evans,SAC,6,0,0,0,0,1,0,35,-1,0.326,1.8,0.5,0.3,18,39,0.316,0.1,2.3,2.3,2011,NBA
128,Taj Gibson,CHI,6,0,0,0,0,0,5,18,1,0.099,0.8,0.5,0.3,60,20,0.75,1.3,3.7,5.0,2011,NBA
